Make,Model,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,RiskScore
BELL,206,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BELL HELICOPTER TEXTRON CANADA,429,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
GARLICK HELICOPTERS INC,OH-58A+,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BOEING,737,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
PIPER,PA-28-151,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-24-260,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CIRRUS DESIGN CORP,SR22,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SUPERIOR,CULVER LFA,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
BEECH,36,1.0,Unavailable,0.0,0.0,0.0,0.0,0.0
CESSNA,152,1.0,Serious,0.0,0.0,1.0,0.0,2.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,180K,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEARHAWK,BEARHAWK,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,172F,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-32R-301,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
NORTH AMERICAN,AT-6D,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEECH,B-99,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
RAYTHEON AIRCRAFT COMPANY,A36,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROCKWELL,690,2.0,Fatal,1.0,0.0,0.0,0.0,10.0
VANS,RV7,1.0,Serious,0.0,0.0,1.0,0.0,2.0
NORTH AMERICAN,SNJ-6,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172N,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA22/135,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,414,2.0,Serious,0.0,1.0,1.0,0.0,7.0
GRUMMAN AMERICAN AVN. CORP.,AA-1C,1.0,Serious,0.0,0.0,1.0,0.0,2.0
NORTH AMERICAN,AT-6D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
KYLE M SWARD / LARRY W SWARD,CH 750 CRUZER,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172,1.0,Fatal,2.0,0.0,2.0,0.0,24.0
SHORT BROS,SD3-60,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
VANS,RV6A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CHARLES R KYLE,ZENITH STOL CH 701,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CIRRUS DESIGN CORP,SR22,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,421,2.0,Minor,0.0,4.0,0.0,0.0,20.0
VANS,RV10,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
SWEARINGEN,SA226-T(B),2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BLUE SIDE UP INC,COMP AIR 8 SS52,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
JUSTICE FRANK K,VANS RV-6A,1.0,Minor,0.0,1.0,0.0,0.0,5.0
DIAMOND,DA42,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
WINGREN NORMAN,ESCAPADE,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172S,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BOEING,767-322,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
PIPER,PA-18,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-34-200T,2.0,Minor,0.0,1.0,0.0,0.0,5.0
BELL HELICOPTER TEXTRON CANADA,407,1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,172,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-24-250,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
AIR TRACTOR INC,AT-301,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,182P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
THRUSH AIRCRAFT INC,S2R-H80,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,185,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,182N,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,J3F-65,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
QUICKSILVER AIRCRAFT CO,SPORT 2S,1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,172H,1.0,Fatal,1.0,0.0,2.0,0.0,14.0
CESSNA,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MESSERSCHMITT-BOLKOW-BLOHM,BK 117 B-2,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,PA-12,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,140,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
SPARKS RALPH A,RV8,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEECH,C24,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PYKA INC,PELICAN,4.0,Non-Fatal,0.0,0.0,0.0,0.0,0.0
SCHWEIZER,SGS 2-33A,0.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,421C,2.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
ERCOUPE,415-C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
TWENTY SECOND STREET LLC,BACKCOUNTRY BOSS,1.0,Minor,0.0,1.0,0.0,1.0,5.0
TAYLORCRAFT AVIATION CORP,F19,1.0,Minor,0.0,1.0,0.0,1.0,5.0
AMERICAN AVIATION,AA-1A,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,T210N,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172N,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
EUROCOPTER,AS355,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIRBUS HELICOPTERS,AS 350B3,1.0,Serious,0.0,0.0,4.0,0.0,8.0
PIPER,PA-28R-180,1.0,Minor,0.0,2.0,0.0,0.0,10.0
BELLANCA,Cruisemaster,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,140,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,TU206,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,170B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Textron Aviation,B300C,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
EASTABROOKS JOHN T,GLASTAR,1.0,Minor,0.0,1.0,0.0,0.0,5.0
EVEKTOR-AEROTECHNIK AS,SPORTSTAR,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BRUCE R PROUSE,M24 ORION PLUS,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-32-260,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,P172D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MX AIRCRAFT LLC,MXS,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BOEING,A75N1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BOEING,737-700,2.0,Minor,0.0,1.0,0.0,66.0,5.0
CESSNA,182C,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,310,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
FRAZIER ROBERT L,RV-6A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Minor,0.0,1.0,0.0,1.0,5.0
SMITH,AEROSTAR 601P,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,340,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-12,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
DEHAVILLAND,DHC-3,1.0,Serious,0.0,0.0,4.0,0.0,8.0
AVIAT AIRCRAFT INC,A-1C-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AERONCA,7EC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
DIAMOND AIRCRAFT IND GMBH,DA 42,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CO-Z DEVELOPMENT CORP,COZY MARK IV,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AIRBUS INDUSTRIE,A320-232,2.0,Serious,0.0,0.0,1.0,151.0,2.0
CESSNA,172F,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,152,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
ROBINSON HELICOPTER,R44,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AERONCA,7AC,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,A185E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-22-160,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-802A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
PIPER,PA-12,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
GRUMMAN AMERICAN AVN. CORP,G-164,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEECH,58,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172L,1.0,Minor,0.0,3.0,0.0,0.0,15.0
AIRBORNE WINDSPORTS PTY LTD,EDGE XT-912-L,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
VAN LEHN RICHARD GLENN,HATZ CLASSIC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,150F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-18-150,1.0,Serious,0.0,2.0,1.0,0.0,12.0
PIPER,PA-28RT-201T,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Express,2000RG,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
FOSTER WILLIAM D,ELITE,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AERONCA,7AC,1.0,Minor,0.0,2.0,0.0,0.0,10.0
DIAMOND AIRCRAFT IND INC,DA 40,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MAULE,MX-7-180C,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
CESSNA,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna Aircraft Co.,162,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA28,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,206B,1.0,Minor,0.0,2.0,0.0,0.0,10.0
VANS,RV-8,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CIRRUS DESIGN CORP,SR22,1.0,Serious,0.0,0.0,2.0,0.0,4.0
GRUMMAN AMERICAN AVN. CORP.,AA-1B,1.0,Minor,0.0,2.0,0.0,0.0,10.0
AIR TRACTOR INC,AT-400A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-602,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CAMERON BALLOONS,Z-90,0.0,Serious,0.0,0.0,3.0,0.0,6.0
MEYER FRED J,HORNET,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
BEECH,19A,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
AERONCA,7AC,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
FAHEY WILLIAM J,CH750 CRUZER,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,170A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,HH-1H,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MCDANIEL JAMES D,TROJAN TA16,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,208B,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
TAYLORCRAFT,BC12-D1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BOYLE JOSEPH E,BOYLE-JN 1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL HELICOPTER TEXTRON CANADA,407,1.0,Serious,0.0,0.0,1.0,0.0,2.0
PIPER,PA-32R-301,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Globe,GC1B,1.0,Serious,0.0,0.0,1.0,0.0,2.0
BEECH,A36,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,208,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIRBUS,A320,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
Kitfox,Model 2,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,P210N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHWEIZER,SGS135,0.0,Fatal,1.0,0.0,0.0,0.0,10.0
Fischer,Super Koala,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BELL,206,1.0,Fatal,3.0,0.0,0.0,0.0,30.0
PIPER,PA-32R-300,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,35,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
CESSNA,182G,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
PIPER,PA-28RT-201,1.0,Fatal,2.0,0.0,1.0,0.0,22.0
ROBINSON HELICOPTER,R44,1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,172,1.0,Minor,0.0,2.0,0.0,0.0,10.0
CIRRUS DESIGN CORP,SR22,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEARHAWK,BEARHAWK,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,170,1.0,Minor,0.0,2.0,0.0,0.0,10.0
SHEA,PITTS SPECIAL S-1C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ENSTROM,F28,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
BEECH,77,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PILATUS,PC12,1.0,Non-Fatal,0.0,0.0,0.0,11.0,0.0
BOMBARDIER,BD100 1A10,2.0,Non-Fatal,0.0,0.0,0.0,11.0,0.0
CESSNA,206,1.0,Unavailable,0.0,0.0,0.0,0.0,0.0
CZECH SPORT AIRCRAFT A S,SPORTCRUISER,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,175,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BOEING,757-236,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,150F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AEROSTAR INTERNATIONAL INC,RX 8,0.0,Serious,0.0,0.0,1.0,2.0,2.0
CESSNA,U206F,1.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
MAULE,MT-7-235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,A185F,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BELL,407,1.0,Serious,0.0,3.0,3.0,0.0,21.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
HPH SPOL SRO,GLASFLUGEL 304 MS,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
RANS,S21,1.0,Minor,0.0,1.0,0.0,0.0,5.0
AMD,CH2000,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,337G,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-32R-301,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CUB CRAFTERS INC,CC19-215,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182R,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MOONEY AIRCRAFT CORP.,M20K,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
AMERICAN AVIATION,AA-1A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
AVIAT AIRCRAFT INC,A-1B,1.0,Minor,0.0,2.0,0.0,0.0,10.0
CESSNA,305,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER,PA-23,2.0,Serious,0.0,0.0,2.0,0.0,4.0
WALTER S JOHNSON III,AR-1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BURRILL STEVEN E,A PLANE,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PEPPERD GREG J,CARIBOU CRUISER,1.0,Minor,0.0,2.0,0.0,0.0,10.0
MAULE,MX-7-235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
WHITTRIDGE RICHARD D,TWINSTARR,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER,PA-24-250,1.0,Minor,0.0,2.0,0.0,0.0,10.0
CESSNA,172N,1.0,Minor,0.0,1.0,0.0,0.0,5.0
MOONEY,M20J,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
GRUMMAN AMERICAN AVN. CORP.,AA-5,1.0,Minor,0.0,1.0,0.0,0.0,5.0
AIR TRACTOR INC,AT-602,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CIRRUS DESIGN CORP,SR22,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AIR CREATION USA LLC,SKYPPER,1.0,Serious,0.0,0.0,1.0,0.0,2.0
MEYERS INDUSTRIES INC,200A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,T206H,1.0,Serious,0.0,0.0,1.0,0.0,2.0
COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172M,1.0,Serious,0.0,0.0,3.0,0.0,6.0
BELLANCA,17-30A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,TR182,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172G,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROBINSON HELICOPTER,R22 BETA,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,E35,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,336,2.0,Fatal,1.0,0.0,0.0,0.0,10.0
MOONEY,M20E,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
EUROCOPTER DEUTSCHLAND GMBH,EC 135 P2+,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Minor,0.0,2.0,0.0,0.0,10.0
CESSNA,414,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIRBUS,A330,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
BOEING,777,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
CESSNA,172N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,414,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SMITH MINIPLANE,DSA-1,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,172R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172S,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
PIPER,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CRAWFORD JAMES R,MU-582 DRIFTER,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BAKER EUGENE L,RV6-A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hawker Aircraft Ltd,Hawker Hunter,1.0,Serious,0.0,0.0,1.0,0.0,2.0
ROLLADEN-SCHNEIDER,LS-6,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-602,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-20,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROBINSON,R44,1.0,Minor,0.0,2.0,0.0,0.0,10.0
PIPER,PA-32R-301T,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
BOEING,737-9,2.0,Non-Fatal,0.0,0.0,0.0,174.0,0.0
CESSNA,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,P210N,1.0,Serious,0.0,3.0,1.0,0.0,17.0
ROCKWELL INTERNATIONAL,114,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AERO COMMANDER,S2R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MANTELL ALLAN T,LIGHTNING,1.0,Serious,0.0,0.0,1.0,0.0,2.0
AERONCA,7AC,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BELL,UH-1B,1.0,Fatal,6.0,0.0,0.0,0.0,60.0
PIPER,PA-18A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CUBCRAFTERS INC,CC11-160,1.0,Minor,0.0,1.0,0.0,1.0,5.0
DG FLUGZEUGBAU GMBH,DG 1000S,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MAULE,M-5-180C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
LET,L-23 SUPER BLANIK,0.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,182P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBERT FITTS,FITTS CUB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-23-250,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHWEIZER,300 C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,TR182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,152,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
OSPREY,II,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Glasair,II FT,1.0,Serious,0.0,0.0,1.0,0.0,2.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bucker,BU-133,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CHAMPION,7GCBC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MOONEY,M20J,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
LUSCOMBE,8A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
LUSCOMBE,8,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-24-250,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-24-250,1.0,Serious,0.0,0.0,2.0,0.0,4.0
CESSNA,208,1.0,Non-Fatal,0.0,0.0,0.0,8.0,0.0
DEHAVILLAND,BEAVER U-6A,1.0,Non-Fatal,0.0,0.0,0.0,7.0,0.0
CESSNA,172,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,UH-1B,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
JAMES C GEYMAN,RV-9A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
GMK VENTURES LLC,AL18,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,140,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MAGNAGHI AERONAUTICA SPA,SKY ARROW LSA,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-24-260,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-20-135,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
BEECH,V35B,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,120,1.0,Minor,0.0,1.0,0.0,1.0,5.0
PIPER,PA-32RT-300,1.0,Minor,0.0,1.0,0.0,1.0,5.0
BELL HELICOPTER TEXTRON CANADA,206L-4,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AMERICAN CHAMPION AIRCRAFT,8KCAB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
KAKELDEY RONALD O,SMITH PA12 EXP,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MESSERSCHMITT-BOELKOW-BLOHM,BO_105S,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,PA-18-135,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CUB CRAFTERS INC,CC18-180,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,150E,1.0,Minor,0.0,2.0,0.0,0.0,10.0
PITTS,S1,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Rotorsport UK Ltd,MTOsport 2017,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,H35,1.0,Serious,0.0,0.0,1.0,0.0,2.0
PIPER,PA-24-250,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
PIPER,PA-28-140,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
GRUMMAN,G-164A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
BOEING,737-700,2.0,Serious,0.0,0.0,1.0,141.0,2.0
AIRBUS,A330-323,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
AIR TRACTOR INC,AT-602,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
EXTRA FLUGZEUGBAU GMBH,EA 300/L,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
ARNOLD J/JONES D L,AIR CAM,2.0,Serious,0.0,0.0,1.0,0.0,2.0
SPAUR CHARLES,VANS RV-6,1.0,Minor,0.0,1.0,0.0,1.0,5.0
CUBCRAFTERS INC,CC11-160,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-32-300,1.0,Fatal,1.0,0.0,3.0,0.0,16.0
CESSNA,182H,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172M,1.0,Serious,0.0,0.0,2.0,0.0,4.0
PIPER,PA-32RT-300T,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHWEIZER,SGS 1-26D,0.0,Non-Fatal,0.0,0.0,0.0,0.0,0.0
